SurveyID,Q15_Primary,Q15_Primary_Report,county,Q10xMEAN,Q11xMEAN,Q12xMEAN,Q13xMEAN,SAFEFishery,Q32x,Q32.1,XSAFEFishery,Q32a.1.1x,Q32a.2.1x,Q32a.4.1x,Q32a.5.1x,AVC1,Q32a.1x,Q32a.2x,Q32a.3x,Q32a.4x,Q32a.5x,Q32a.6x,Q32a.7x,Q32a.8x,Q32a.9x,Q32a.9.1,Q32bx,Q32b.1x,Q32b.2x,Q32b.3
1686,2,1,2,25,0,25,25,1,1, ,1,32,5,200, ,208.5,120,18,7,16,0,7.5,20,20,0, ,1, , , 
1686,2,1,2,25,0,25,25,3,4, ,3,20,5,200,.5,178.5,80,18,7,16,10,7.5,20,20,0, ,1, , , 
1691,2,1,2,300,300,25,25,2,3, ,3,10,5, , ,148,38,20,0,15,20,20,0,35,0, ,1, , , 
1691,2,1,2,300,300,25,25,1,1, ,1,10,5, , ,148,38,20,0,15,20,20,0,35,0, ,1, , , 
1693,6,4,1,40000,750,25,750,1,1, ,1,25,10,400,2,265,80,20,0,80,40,15,20,10,0, ,1, , , 
1693,6,4,1,40000,750,25,750,2,3, ,3,10,7,200,2,141,20,20,5,36,30,10,20,0,0, ,1, , , 
1694,2,1,1,750,0,300,750,1,1, ,1,30,4,300,2,331,150,10,0,36,50,25,10,50,0, ,1, , , 
1694,2,1,1,750,0,300,750,4,5, ,4,10,4,100, ,97,50,10,0,12,0,20,5,0,0, ,1, , , 
1696,5,2,2,3200,300,75,0,1,2, ,2,10,5,200,2,214,40,20,4,32,63,25,10,20,0, ,1, , , 
1696,5,2,2,3200,300,75,0,2,3, ,3,10, ,105,1,157,40,8,4,20,35,20,10,20,0, ,1, , , 
1698,6,4,1,20000,750,750,0,1,2, ,2,60,2,500,2,380,200,10,10,50,50,30,10,20,0, ,1, , , 
1698,6,4,1,20000,750,750,0,1,1, ,1,60,2,500,2,380,200,10,10,50,50,30,10,20,0, ,1, , , 
1699, , ,2,750,0,0,25,1,1, ,1,30,3, , ,140,100,10,0,0,0,10,10,10,0, ,1, , , 
1699, , ,2,750,0,0,25,3,4, ,3,4,3, , ,30,10,10,0,0,0,0,10,0,0, ,1, , , 
1700,2,1,2,750,0,0,0,1,1, ,1,20,5,100,0,131,60,20,6,20,0,15,10,0,0, ,1, , , 
1701,3,3,4,300,300,25,75,1,1, ,1,60,3,300,0,241.1,150,11.1,0,40,0,40,0,0,0, ,1, , , 
1701,3,3,4,300,300,25,75,2,3, ,3,25,3,100,1,211.1,100,11.1,0,20,50,30,0,0,0, ,1, , , 
1705,2,1,1,1900,0,25,75,1,1, ,1,20,8,200,0,180,70,27,3,20,0,20,10,30,0,Boat hull repair,1, , , 
1705,2,1,1,1900,0,25,75,1,2, ,2,17,6,200,0,171,60,18,3,20,0,20,10,20,20,fishing tackle,1, , , 
1707,3,3,1,750,300,300,75,2,3, ,3,50, ,400, ,430,160,20,0,0,100,100,0,50,0, ,1, , , 
1707,3,3,1,750,300,300,75,1,1, ,1,40, ,350, ,270,120,40,0,0,50,60,0,0,0, ,1, , , 
1708,2,1,2,2000,750,300,750,3,4, ,3,40, ,100,2,500,150,0,0,100,100,50,50,50,0, ,1, , , 
1708,2,1,2,2000,750,300,750,1,2, ,2,40, ,100,1,450,150,0,0,100,50,50,50,50,0, ,1, , , 
1715,6,4,4,7000,0,750,0, ,6,"Trolling, bait for pelagic, handline/rod", ,180,5,2000, ,1120,720,20,0,280,0,100,0,0,0, ,1, ,100, 
1716,5,2,2,750,75,0,0, ,6,trolling and deep 7, ,25,5,150,2,225,100,25,0,50,50,0,0,0,0, ,1, , , 
1718,2,1,1,1800,300,0,25,1,1, ,1,24,10,400,1,330,150,25,0,60,20,25,25,25,0, ,1, , , 
1718,2,1,1,1800,300,0,25,2,3, ,3,24,10,340,2,325,150,25,0,40,40,25,25,20,0, ,1, , , 
1719,5,2,3,75,0,0,0,1,1, ,1,60,12,40,.25,570,250,40,20,30,20,30,30,50,100,lures and line,1, ,100, 
1721,2,1,1,75,25,25,25,2,3, ,3,50,0,300,1,320,180,10,5,25,60,25,10,5,0, ,1, , , 
1721,2,1,1,75,25,25,25,1,1, ,1,45,10,300, ,255,160,25,5,25,0,25,10,5,0, ,1, , , 
1726,2,1,2,3000,0,0,0,1,2, ,2,50,10,400,1.5,425,150,30,25,80,50,50,20,20,0, ,1, , , 
1729,6,4,4,20000,0,300,75,1,1, ,1,110,2,1200, ,835,425,8,10,192,0,80,0,120,0, ,1, , , 
1729,6,4,4,20000,0,300,75,1,2, ,2,110,2,1200, ,765,425,8,10,192,0,80,0,50,0, ,1, , , 
1732,2,1,1,2000,75,3000,25,3,4, ,3,18,1,40,0,91,60,4,0,7,0,10,10,0,0, ,1, , , 
1732,2,1,1,2000,75,3000,25,1,1, ,1,20,1,40,0,90,60,3,0,7,0,10,10,0,0, ,1, , , 
1735,1,5,4,750,300,25,25,1,1, ,1,10,0,70,0,56,30,0,0,9,0,10,5,2,0, ,1, , , 
1735,1,5,4,750,300,25,25,1,2, ,2,3,0,70,0,25,9,0,0,9,0,5,2,0,0, ,1, , , 
1739,5,2,4,10000,0,0,0,1,1, ,1,20,2, , ,110,90,10,0,0,0,10,0,0,0, ,1, , , 
1739,5,2,4,10000,0,0,0,1,2, ,2,10,2, , ,55,45,10,0,0,0,0,0,0,0, ,1, , , 
1746,2,1,1,750,25,25,0,1,2, ,2,60,7,400,1,402,240,20,6,56,20,20,20,20,0, ,1, , , 
1746,2,1,1,750,25,25,0,1,1, ,1,60,7,400,1,402,240,20,6,56,20,20,20,20,0, ,1, , , 
1752,6,4,2,75,750,0,25, ,6,"trolling, bait for pelagic, deep 7", ,30,10,100,1,938,100,40,80,36,32,50,100,500,0, ,1, , , 
1752,6,4,2,75,750,0,25,2,3, ,3,20,10,100,2,564,100,20,40,32,72,50,50,200,0, ,1, , , 
1754,2,1,2,750,25,25,300,1,1, ,1,15,6,75, ,102,50,20,0,5,0,15,6,6,0, ,1, , , 
1754,2,1,2,750,25,25,300, ,6,menpachi/akule, ,6,6,75, ,86,20,20,0,5,0,15,6,20,0, ,1, , , 
1755,2,1,1,75,25,25,25,1,1, ,1,40,10,250,2,322,100,30,0,42,50,30,20,50,0, ,1, , , 
1755,2,1,1,75,25,25,25,3,4, ,3,35,10,100,1,188,60,30,0,18,10,30,20,20,0, , , , , 
1757,1,5,1,75,750,25,300,2,3, ,3,40,3,400,.25,840,160,10,20,40,45,15,50,50,450,"Daily Maintenance average per month, slip fee.",1, , , 
1757,1,5,1,75,750,25,300,1,1, ,1,40,3,400,0,395,160,10,20,40,0,15,50,100,0,Monthly boat mooring,1, , , 
1759,2,1,2,750,0,0,0,1,1, ,1,20, , , ,175,100,25,0,0,25,25,0,0,0, ,1, , , 
1759,2,1,2,750,0,0,0,1,6,trolling and bait for pelagic, ,20, , , ,175,100,25,0,0,25,25,0,0,0, ,1, , , 
1760,5,2,2, ,0,0,25,1,2, ,2,10,3,200,1,155,45,10,0,26,29,10,20,15,0, ,1, , , 
1762,1,5,2,300,25,25,300,1,2, ,2,20,2,100,1,430,150,10,10,20,40,50,50,50,50,Upgrade new equipment,1, , , 
1762,1,5,2,300,25,25,300,1,1, ,1,20,2,100,.25,235,100,10,5,20,20,50,10,10,10,Equipment,1, , , 
1766,5,2,1,3000,1500,300,300,2,3, ,3,63,10,400,2,697,240,50,12,55,45,45,100,150,0, ,1, , , 
1766,5,2,1,3000,1500,300,300,1,1, ,1,70,6,300,1,536,300,35,12,45,19,45,30,50,0, ,1, , , 
1768, , ,3,25,300,25,25,2,3, ,3,30,5,100,25,227,125,15,7,10,20,20,20,10,0, ,1, , , 
1768, , ,3,25,300,25,25,3,4, ,3,20,5,50,25,142,60,20,7,5,20,20,5,5,0, ,1, , , 
1769,2,1,1,1500,1200,750,0,2,3, ,3,50,6,150,2,385,150,20,0,20,40,30,50,75,0, ,1, , , 
1769,2,1,1,1500,1200,750,0,1,1, ,1,50,6,300,5,340,150,20,0,25,15,30,50,50,0, ,1, , , 
1771,1,5,1,0,0,300,300,3,4, ,3,4,2,30, ,244,12,7,0,10,5,10,0,0,200,launch/parking,1, , , 
1774,3,3,3,0,0,0,300,4,6,net,4,14,14,120,0,270,70,70,20,40,0,70,0,0,0, ,1, , , 
1774,3,3,3,0,0,0,300,1,1, ,1,14,14,120,0,270,70,70,20,40,0,70,0,0,0, ,1, , , 
1775,5,2,4,0,75,0,0,2,3, ,3,11,4,30,.5,88,20,10,5,10,20,15,8,0,0, ,1, , , 
1775,5,2,4,0,75,0,0,1,1, ,1,20,3,10,0,65,15,8,0,30,0,8,4,0,0, ,1, , , 
1776,2,1,4,1800,300,300,300,1,6,Trolling and dead bait/live bait, ,30,5,250, ,327,100,17,0,30,0,50,80,50,0, ,1, , , 
1776,2,1,4,1800,300,300,300,1,2, ,2,15,5,250,1,247,50,17,0,30,40,10,80,20,0, ,1, , , 
1783,2,1,2,300,25,0,0,1,2, ,2,15,5,300,2,195,50,20,0,40,60,15,10,0,0, ,1, , , 
1788,3,3,1,750,0,75,25,1,1, ,1,25,10,300,.5,200,85,35,0,30,10,20,20,0,0, ,1, , , 
1792,3,3,2,300,0,25,25,1,2, ,2,7,2,50,1,192,40,10,0,40,22,20,20,40,0, ,1, , , 
1792,3,3,2,300,0,25,25,1,1, ,1,12,2,50, ,180,60,10,0,40,0,20,20,30,0, ,1, , , 
1799,3,3,4,300,75,0,25,2,3, ,3,24,3,60, ,128,95,3,3,7,20,0,0,0,0, ,1, , , 
1800,5,2,1,300,750,750,0,3,4, ,3,45,25,50,2,395,160,50,0,80,50,30,0,25,0, ,1, , , 
1800,5,2,1,300,750,750,0,2,3, ,3,45,20,800,2,390,160,60,0,50,50,30,20,20,0, ,1, , , 
1803,5,2,1,750,0,0,0,1,2, ,2,40,2,300, ,340,160,8,2,100,0,20,50,0,0, ,1, , , 
1803,5,2,1,750,0,0,0,1,1, ,1,40,2,300, ,340,160,8,2,100,0,20,50,0,0, ,1, , , 
1809,1,5,1,300,0,0,25,1,6,ELECTRONICS, ,250, ,200, ,972,850,0,5,25,0,50,20,10,12,PARKING,1, , , 
1812,2,1,1,1001,75,300,300,1,2, ,2,24,8,350,2,307,85,27,20,50,60,20,20,25,0, ,1, , , 
1812,2,1,1,1001,75,300,300,1,1, ,1,24,4,350,1,290,100,20,20,50,0,20,20,60,0, ,1, , , 
1817, , ,3,750,300,0,0, ,6,0, ,35,7,200,.25,280,100,30,0,30,20,20,60,20,0, ,1, , , 
1817, , ,3,750,300,0,0,2,3, ,3,25,7,250,.25,220,70,20,0,30,30,20,30,20,0, ,1, , , 
1822, , ,4,25,0,0,0, ,6,Trolling and shallow bottomfish, ,60,10,100,2,315,70,50,15,50,30,50,30,20,0, ,2,200, , 
1822, , ,4,25,0,0,0, ,6,deep 7 and shallow bottomfish,3,12,7,60,1,161,30,21,0,20,20,40,30,0,0, ,1, , , 
1823,2,1,2,300,0,0,0,1,2, ,2,12,1,50,1,78,42,3,0,8,25,0,0,0,0, ,1, , , 
1823,2,1,2,300,0,0,0,1,1, ,1,12,1,50, ,53,42,3,0,8,0,0,0,0,0, ,1, , , 
1824,1,5,4,750,750,300,300,2,3, ,3,60,1,500,2,660,250,5,20,80,150,50,25,80,0, ,1, , , 
1824,1,5,4,750,750,300,300,1,1, ,1,25,1,500,0,260,100,5,15,80,0,25,15,20,0, ,1, , , 
1825,6,4,3,300,25,750,300,3,4, ,3,5,1,100, ,59,15,4,0,20,5,10,5,0,0, ,1, , , 
1825,6,4,3,300,25,750,300,1,2, ,2,2, ,50, ,17,7,0,0,10,0,0,0,0,0, ,1, , , 
1826,5,2,1,0,0,300,3639,4,6,net trap,4,50, , , ,296,125,20,5,20,0,20,100,6,0, ,1, , , 
1828,5,2,2,300,25,25,25, ,6,"trolling, bait for pelagic, deep 7", , , , , ,190,100,20,10,50,0,10,0,0,0,"owner pays expenses, we catch fish in 2020",4, , ,owner paid 80+%
1829,3,3,4,300,75,75,300,3,4, ,3,20,4,200,.5,301,87,18,2,34,25,30,50,30,25,Cigarettes,1, , , 
1829,3,3,4,300,75,75,300,1,1, ,1,20,4,200,.5,301,87,18,2,34,25,30,50,30,25,Cigarettes,1, , , 
1831,5,2,4,300,75,300,0,3,4, ,3,20,5,300, ,230,90,20,10,40,0,30,20,20,0, ,1, , , 
1831,5,2,4,300,75,300,0,2,3, ,3,20,5,150,1,196,80,20,5,21,20,30,10,10,0, ,1, , , 
1836,5,2,1,300,0,0,0,1,1, ,1,45,2,500,.25,231,100,6,0,50,15,25,25,10,0, ,1, , , 
1836,5,2,1,300,0,0,0,4,5, ,4,10,2,100,0,71,25,6,0,10,0,20,10,0,0, ,1, , , 
1839,5,2,3,750,0,300,25,1,1, ,1,48,4,160, ,448,140,16,0,30,0,50,200,12,0, ,1, , , 
1840,5,2,4,7711,300,300,300,1,1, ,1,30,10,200,2,340,120,40,10,40,50,30,0,50,0, , , , , 
1843,3,3,3,300,25,75,750,1,1, ,1,80,15,80,1,570,250,40,0,80,20,80,0,100,0, ,1, , , 
1843,3,3,3,300,25,75,750,3,4, ,3,45,15,40,2,360,150,40,0,40,40,40,0,50,0, ,1, , , 
1846,3,3,1,750,0,0,0,1,1, ,1,25,13,250,0,340,120,60,20,50,0,40,25,25,0, ,1, , , 
1852,5,2,1,300,0,0,750,1,1, ,1,50,10,300, ,316,200,40,0,56,0,20,0,0,0, ,1, , , 
1852,5,2,1,300,0,0,750,4,5, ,4,35,10,150, ,196,125,40,0,21,0,10,0,0,0, ,1, , , 
1853,2,1,2,25,25,300,75,3,4, ,3,25,7,100,0,187,100,35,0,17,0,35,0,0,0, ,1, , , 
1854,1,5,1,300,0,25,25,3,4, ,3,6,3,0,0,95,20,10,0,0,0,45,20,0,0, ,1, , , 
1854,1,5,1,300,0,25,25,1,1, ,1,6,3,0,0,90,20,10,0,0,0,40,20,0,0, ,1, , , 
1859,5,2,1,0,75,25,75,2,3, ,3,25,3,200,.66,294,80,10,0,24,90,10,20,50,10,I remake all used rigs that are not lost,1, ,100, 
1859,5,2,1,0,75,25,75,3,4, ,3,5,3,25,0,28,15,10,0,3,0,0,0,0,0, ,1, , , 
1861, , ,3,2500,300,0,25,1,1, ,1,90,10, , ,740,270,30,10,60,30,40,50,50,200,Lures + line,1, , , 
1861, , ,3,2500,300,0,25,2,3, ,3,75,10,300,2,520,200,30,10,60,80,40,50,50,0, ,1, , , 
1866,2,1,1,25,300,300,300,2,3, ,3,50,10,200,1,340,150,25,10,35,20,20,50,30,0, ,1, , , 
1866,2,1,1,25,300,300,300,3,4, ,3,30,10,200,1,260,90,25,10,35,20,20,50,10,0, ,1, , , 
1867,5,2,2,4275,75,25,300,1,2, ,2,20,21,250,1,560,100,100,0,100,40,20,100,100,0, ,1, , , 
1868,6,4,4,5000,0,2500,0,1,1, ,1,80,10,1500, ,715,300,40,20,150,0,55,50,100,0, ,1, , , 
1868,6,4,4,5000,0,2500,0, ,6,bait for pelagic and shallow bottomfish, ,80,10,1500, ,715,300,40,20,150,0,55,50,100,0, ,1, , , 
1869,3,3,2,1400,25,300,300,1,1, ,1,25,1,300, ,170,85,5,0,30,0,30,5,15,0, ,1, , , 
1869,3,3,2,1400,25,300,300,1,2, ,2,10,1,200, ,103,33,5,0,20,0,30,5,10,0, ,1, , , 
1871,1,5,2,300,0,0,0,1,2, ,2,13,2,50, ,138,50,8,0,25,0,20,15,20,0, ,1, , , 
1871,1,5,2,300,0,0,0,1,1, ,1,13,2,50, ,138,50,8,0,25,0,20,15,20,0, ,1, , , 
1872,5,2, , , , , ,1,2, ,2, , , , ,235,125,10,0,30,0,0,50,20,0, ,1, , , 
1873,5,2,1,7711,0,0,300,1,1, ,1,70,5,600,2,420,200,20,0,60,30,35,25,50,0, ,1, , , 
1876,2,1,2,300,75,0,0,1,2, ,2,13,8,150,1,195,40,20,20,20,25,20,50,0,0, ,1, , , 
1876,2,1,2,300,75,0,0,1,1, ,1,5,5,120,1,160,20,20,10,20,30,10,20,10,20,"Hook, line, swivel BTC",1, , , 
1878,5,2,1,7711,2040,300,300,2,3, ,3,25,5,500,2,315,125,20,0,50,50,50,0,20,0, ,1, , , 
1878,5,2,1,7711,2040,300,300,1,1, ,1,25,5,500,2,315,125,20,0,50,50,50,0,20,0, ,1, , , 
1880,3,3,1,25,300,75,25,2,3, ,3,25,10,300,.66,836,75,35,0,36,60,80,250,50,250,"Ramp fees,commercial license ,cell phone",1, , , 
1880,3,3,1,25,300,75,25,3,4, ,3,25,10,300,.75,831,75,35,0,36,50,75,250,60,250,"Ramp fee,commercial license,cellphone",1, , , 
1882,6,4,1,25,0,0,0,1,1, ,1,30,20,40, ,280,150,40,0,20,10,20,40,0,0, ,1, , , 
1884,2,1,2,300,75,25,0,1,1, ,1,38,10,700,2,277,150,37,0,0,90,0,0,0,0, ,1, , , 
1887,3,3,1,750,300,300,300,3,4, ,3,12,6,100,1,445,40,20,10,20,215,40,50,50,0, ,1, , , 
1887,3,3,1,750,300,300,300,1,1, ,1,12,6,100,1,240,40,20,10,20,20,40,40,50,0, ,1, , , 
